City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Hambantota,LK,6.1241,81.1185,79.14,94,90,15.61,overcast clouds
348,Hobyo,SO,5.3505,48.5268,78.03,88,100,20.67,overcast clouds
349,Lagoa,PT,39.05,-27.9833,61.63,72,59,16.33,broken clouds
350,Staszow,PL,50.5631,21.1659,50.7,82,18,0.98,few clouds
351,Merauke,ID,-8.4667,140.3333,80.85,72,47,14.36,scattered clouds
352,Rundu,NA,-17.9333,19.7667,44.1,42,0,5.86,clear sky
353,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,82,20,7.05,few clouds
354,Crotone,IT,39.0851,17.1178,60.93,50,2,7.36,clear sky
355,Esperance,AU,-33.8667,121.9,58.84,66,0,12.93,clear sky
356,Provideniya,RU,64.3833,-173.3,37.51,70,75,11.18,broken clouds
357,Dunedin,NZ,-45.8742,170.5036,56.8,60,70,7.0,broken clouds
358,Kamenka,RU,51.3223,42.7678,51.4,88,100,11.79,light rain
359,Blagoyevo,RU,63.3667,47.9167,56.17,66,63,2.86,broken clouds
360,Mlowo,TZ,-9.0,32.9833,59.34,73,90,2.77,overcast clouds
361,Pombia,IT,45.653,8.6336,66.13,76,0,6.91,clear sky
362,Padang,ID,-0.9492,100.3543,83.03,74,100,1.05,light rain
363,Mehamn,NO,71.0357,27.8492,50.07,75,20,16.71,few clouds
364,Bonavista,CA,48.6499,-53.1147,60.8,81,99,14.56,overcast clouds
365,Sindi,IN,20.8,78.8667,81.48,63,98,6.38,overcast clouds
366,Oksfjord,NO,70.2396,22.3479,52.72,60,0,3.06,clear sky
367,Wanning,CN,18.8003,110.3967,92.37,59,98,9.62,overcast clouds
368,Viedma,AR,-40.8135,-62.9967,59.22,67,100,16.22,overcast clouds
369,Sarai,RU,53.7458,41.0213,49.53,86,89,12.03,overcast clouds
370,Pyay,MM,18.8167,95.2167,90.12,52,55,4.63,broken clouds
371,Prince Rupert,CA,54.3161,-130.3201,51.49,84,90,10.36,light rain
372,Kolyvan,RU,55.3053,82.7391,53.22,61,100,6.08,overcast clouds
373,Taltal,CL,-25.4,-70.4833,59.7,87,48,4.05,scattered clouds
374,Davidson,US,36.1501,-86.7833,73.51,82,1,0.0,clear sky
375,Nouadhibou,MR,20.931,-17.0347,67.98,77,11,20.71,few clouds
376,Strezhevoy,RU,60.7333,77.5889,40.98,69,100,10.42,overcast clouds
377,Shenyang,CN,41.7922,123.4328,66.22,63,0,9.42,clear sky
378,Xuddur,SO,4.1213,43.8894,70.27,84,15,14.12,few clouds
379,Bedong,MY,5.7274,100.5088,85.95,85,76,2.13,broken clouds
380,Natal,BR,-5.795,-35.2094,75.42,83,0,7.43,clear sky
381,Ilabaya,PE,-17.4208,-70.5133,65.14,58,71,0.49,broken clouds
382,Ternate,ID,0.8,127.4,83.34,74,97,3.24,overcast clouds
383,Kambam,ID,5.2505,96.8629,81.36,80,97,3.22,overcast clouds
384,Sabha,LY,27.0377,14.4283,86.47,24,8,10.98,clear sky
385,Mgandu,TZ,-5.95,34.1333,56.89,91,100,5.93,overcast clouds
386,Belmonte,BR,-15.8631,-38.8828,77.5,89,70,6.98,broken clouds
387,Cochrane,CA,51.1834,-114.4687,87.04,41,90,9.13,overcast clouds
388,Zavodouspenskoye,RU,56.8626,65.0155,43.02,47,0,12.59,clear sky
389,Gushikawa,JP,26.3544,127.8686,87.39,79,20,15.9,few clouds
390,Umm Lajj,SA,25.0213,37.2685,80.53,67,5,12.06,clear sky
391,Eirunepe,BR,-6.6603,-69.8736,78.62,74,100,1.39,overcast clouds
392,Peace River,CA,56.2501,-117.286,75.51,21,20,14.92,few clouds
393,Pozo Colorado,PY,-23.4923,-58.7972,73.35,67,53,4.92,broken clouds
394,Torbay,CA,47.6666,-52.7314,59.77,75,75,10.36,broken clouds
395,Buin,CL,-33.7333,-70.75,64.74,56,100,3.02,overcast clouds
396,Tiksi,RU,71.6872,128.8694,31.73,94,100,6.85,overcast clouds
397,Vila Velha,BR,-20.3297,-40.2925,71.94,93,0,1.01,clear sky
398,Cortez,US,37.3489,-108.5859,79.56,22,20,11.5,few clouds
399,Kargopol,RU,61.5071,38.9456,51.96,77,0,1.52,clear sky
400,Puri,IN,19.8,85.85,86.38,75,72,15.41,broken clouds
401,Comayagua,HN,14.45,-87.6333,85.23,87,78,2.46,broken clouds
402,Panama City,PA,8.9936,-79.5197,83.05,87,75,6.91,broken clouds
403,Qaanaaq,GL,77.484,-69.3632,23.47,84,20,5.93,few clouds
404,Moron,AR,-34.6534,-58.6198,62.49,78,75,4.0,broken clouds
405,Epernay,FR,49.05,3.95,60.3,95,69,2.59,broken clouds
406,Senno,RU,59.5336,33.9167,49.28,77,50,5.17,scattered clouds
407,Kawhia,NZ,-38.0651,174.8183,58.24,70,23,3.98,few clouds
408,Kawambwa,ZM,-9.7915,29.0791,58.86,71,50,3.89,scattered clouds
409,Norman Wells,CA,65.282,-126.8329,59.04,67,75,8.05,broken clouds
410,Buala,SB,-8.145,159.5921,84.92,72,100,6.85,overcast clouds
411,Khash,IR,28.2211,61.2158,81.3,11,0,2.93,clear sky
412,North Platte,US,41.1239,-100.7654,84.09,34,1,9.22,clear sky
413,Thunder Bay,CA,48.4001,-89.3168,66.18,70,75,5.75,broken clouds
414,Popondetta,PG,-8.7537,148.2534,88.52,59,100,4.36,overcast clouds
415,Neuquen,AR,-38.9516,-68.0591,62.49,51,0,11.5,clear sky
416,Ilo,PE,-17.6394,-71.3375,62.24,84,69,2.3,broken clouds
417,Syracuse,IT,37.0881,15.2792,69.62,69,30,4.59,scattered clouds
418,Wentzville,US,38.8114,-90.8529,76.23,73,2,3.02,clear sky
419,Mundo Nuevo,MX,18.7,-95.5,83.35,74,18,12.3,few clouds
420,Victor Harbor,AU,-35.5667,138.6167,59.47,61,57,1.99,broken clouds
421,Oda,JP,35.1833,132.5,63.37,88,100,6.87,overcast clouds
422,Kaeo,NZ,-35.1,173.7833,67.32,64,10,4.94,clear sky
423,Awjilah,LY,29.1081,21.2869,80.24,28,21,9.93,few clouds
424,Bagli,IN,22.65,76.35,70.02,50,47,8.9,scattered clouds
425,Bilma,NE,18.6853,12.9164,90.3,12,23,3.76,few clouds
426,Loma Bonita,PA,8.3833,-80.1667,82.78,74,75,3.44,broken clouds
427,Blackwater,AU,-23.5833,148.8833,72.14,42,100,9.93,overcast clouds
428,Chapais,CA,49.7834,-74.8492,64.18,90,99,10.13,overcast clouds
429,Katobu,ID,-4.9408,122.5276,80.2,84,100,8.23,overcast clouds
430,Ruidoso,US,33.3317,-105.673,66.27,51,75,9.19,broken clouds
431,Seddon,AU,-37.8068,144.8916,57.02,74,75,5.99,broken clouds
432,Jiaocheng,CN,24.6774,116.1389,73.49,89,100,4.65,moderate rain
433,Sagua La Grande,CU,22.8067,-80.0756,81.59,84,16,8.7,few clouds
434,Sisimiut,GL,66.9395,-53.6735,33.96,82,100,4.36,overcast clouds
435,Boke,GN,10.9409,-14.2967,76.62,86,100,3.74,overcast clouds
436,San Cristobal,VE,7.7669,-72.225,71.78,98,68,2.98,broken clouds
437,Sturgeon Falls,CA,46.3646,-79.9326,67.96,81,61,7.09,broken clouds
438,Bilibino,RU,68.0546,166.4372,64.38,30,92,10.0,overcast clouds
439,Galle,LK,6.0367,80.217,80.6,85,100,13.58,overcast clouds
440,Polyarnyy,RU,69.1989,33.4478,59.47,64,37,1.19,scattered clouds
441,Pochutla,MX,15.7432,-96.4661,80.82,79,51,2.06,broken clouds
442,Ouesso,CG,1.6136,16.0517,71.64,85,12,1.97,few clouds
443,Santo Antonio Do Ica,BR,-3.1022,-67.9397,74.3,93,92,3.09,overcast clouds
444,Tessalit,ML,20.1986,1.0114,92.77,9,41,10.13,scattered clouds
445,Carballo,ES,43.213,-8.691,50.52,94,59,1.19,broken clouds
446,Larsnes,NO,62.2028,5.5773,60.76,58,3,5.73,clear sky
447,Robertsport,LR,6.7533,-11.3686,81.86,81,100,5.55,overcast clouds
448,Matipo,BR,-20.2839,-42.3411,64.56,76,54,4.61,broken clouds
449,Port-Gentil,GA,-0.7193,8.7815,78.17,87,25,12.71,scattered clouds
450,Changji,CN,44.0167,87.3167,86.79,23,0,14.94,clear sky
451,Waipawa,NZ,-41.4122,175.5153,57.83,71,99,7.0,overcast clouds
452,Puerto Carreno,CO,6.189,-67.4859,79.07,82,100,1.97,overcast clouds
453,Mahajanga,MG,-15.7167,46.3167,68.02,94,20,2.3,few clouds
454,Puerto Escondido,MX,15.85,-97.0667,83.19,74,31,1.9,scattered clouds
455,Anadyr,RU,64.75,177.4833,39.7,60,20,17.0,few clouds
456,Sarangani,PH,5.4033,125.4636,83.44,75,83,7.81,broken clouds
457,Aswan,EG,24.0934,32.907,80.96,20,58,14.94,broken clouds
458,Rio Claro,BR,-22.4114,-47.5614,62.42,69,0,2.73,clear sky
459,Kalmunai,LK,7.4167,81.8167,81.07,80,100,3.47,overcast clouds
460,Sechura,PE,-5.5569,-80.8222,68.76,75,8,14.83,clear sky
461,Syriam,MM,16.7722,96.2378,82.51,94,20,8.77,few clouds
462,Sawakin,SD,19.1059,37.3321,83.37,63,0,7.9,clear sky
463,Diapaga,BF,12.0708,1.7889,84.85,52,6,5.86,clear sky
464,Walvis Bay,NA,-22.9575,14.5053,72.55,12,0,22.91,clear sky
465,Bosaso,SO,11.2842,49.1816,89.02,50,94,11.83,overcast clouds
466,Otradnoye,RU,59.7775,30.8181,52.56,79,17,4.23,few clouds
467,Pacifica,US,37.6138,-122.4869,84.2,79,20,1.99,few clouds
468,Manzini,SZ,-26.25,31.5,54.97,57,100,11.16,overcast clouds
469,Dudinka,RU,69.4058,86.1778,32.83,100,100,9.57,overcast clouds
470,Ambilobe,MG,-13.2,49.05,67.37,87,24,2.89,few clouds
471,Nara,JP,34.6851,135.8049,74.48,97,100,9.48,moderate rain
472,Tonj,SS,7.2737,28.6822,72.32,83,23,4.07,few clouds
473,Erdenet,MN,49.0333,104.0833,65.19,37,1,3.44,clear sky
474,Bathsheba,BB,13.2167,-59.5167,81.21,65,40,18.88,scattered clouds
475,Ibra,OM,22.6906,58.5334,85.68,35,3,0.4,clear sky
476,Codrington,AU,-38.2667,141.9667,54.95,48,30,14.63,scattered clouds
477,Plouzane,FR,48.3833,-4.6167,50.05,90,0,1.45,clear sky
478,Moerai,PF,-22.4333,-151.3333,77.43,76,2,3.49,clear sky
479,Okakarara,NA,-20.5833,17.4333,40.84,46,0,3.58,clear sky
480,Novoilinsk,RU,51.6829,108.7143,73.54,35,0,3.22,clear sky
481,Guerrero Negro,MX,27.9769,-114.0611,65.28,74,0,13.71,clear sky
482,Jalu,LY,29.0331,21.5482,79.95,28,15,9.86,few clouds
483,Soria,ES,41.6667,-2.6667,54.86,97,29,3.53,scattered clouds
484,Saint-Louis,SN,16.3333,-15.0,87.57,29,5,17.43,clear sky
485,Dustlik,UZ,40.5247,68.0358,83.59,23,0,2.42,clear sky
486,Lumby,CA,50.2498,-118.969,81.19,37,100,1.25,overcast clouds
487,Necochea,AR,-38.5473,-58.7368,59.04,81,100,16.75,light rain
488,San Rafael,AR,-34.6177,-68.3301,61.2,40,73,1.3,broken clouds
489,Kurayoshi,JP,35.4333,133.8167,66.11,97,100,11.12,overcast clouds
490,Truro,GB,50.2653,-5.0544,50.77,94,0,3.42,clear sky
491,Dibulla,CO,11.2725,-73.3091,79.32,83,100,5.44,overcast clouds
492,Pirgos,GR,35.1167,25.7178,62.94,52,1,7.4,clear sky
493,Horta,PT,38.5333,-28.6333,61.48,71,95,12.08,overcast clouds
494,Bell Ville,AR,-32.6259,-62.6887,60.55,69,10,10.51,clear sky
495,Talnakh,RU,69.4865,88.3972,33.39,100,100,4.76,light snow
496,Asfi,MA,32.2994,-9.2372,62.82,75,94,12.26,overcast clouds
497,Soligalich,RU,59.0778,42.2864,47.84,73,19,4.29,few clouds
498,Sungaipenuh,ID,-2.0833,101.3833,71.56,91,100,1.61,overcast clouds
499,Prince George,CA,53.9166,-122.753,71.26,26,1,1.01,clear sky
500,Kupiskis,LT,55.8333,24.9667,54.88,71,100,4.88,overcast clouds
501,Mae Hong Son,TH,19.3003,97.9685,86.14,70,20,2.3,few clouds
502,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.19,84,13,10.47,few clouds
503,Clinton,US,42.587,-82.9199,73.72,81,20,4.61,few clouds
504,Sinnamary,GF,5.3833,-52.95,77.34,90,100,8.43,overcast clouds
505,Contamana,PE,-7.3333,-75.0167,72.86,99,100,1.05,overcast clouds
506,Broken Hill,AU,-31.95,141.4333,56.91,72,40,14.97,scattered clouds
507,Gravelbourg,CA,49.8834,-106.5512,91.67,27,5,7.45,clear sky
508,Micheweni,TZ,-4.9667,39.8333,75.69,83,14,10.83,few clouds
509,Iaciara,BR,-14.0958,-46.6317,68.9,48,31,3.38,scattered clouds
510,Canberra,AU,-35.2835,149.1281,55.69,86,98,1.99,light rain
511,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.3,87,2,1.21,clear sky
512,Shirochanka,RU,46.6497,38.3978,56.23,93,94,12.39,overcast clouds
513,Vaasa,FI,63.096,21.6158,48.22,93,0,2.3,clear sky
514,Havre,FR,49.5833,0.3333,55.49,93,90,2.73,overcast clouds
515,Oranjestad,AW,12.524,-70.027,82.35,69,20,19.57,few clouds
516,Xiangfan,CN,32.0422,112.1448,77.63,40,64,3.89,broken clouds
517,Magadan,RU,59.5667,150.8,40.5,91,100,3.09,overcast clouds
518,Charleston,US,32.7766,-79.9309,78.03,92,90,5.01,light rain
519,Wattegama,LK,6.7989,81.4808,77.92,85,100,2.66,overcast clouds
520,Broome,US,42.2506,-75.833,67.62,95,90,7.0,overcast clouds
521,Doha,QA,25.2867,51.5333,93.18,45,0,5.75,clear sky
522,Coahuayana,MX,18.7333,-103.6833,81.36,74,21,2.68,few clouds
523,Constitucion,CL,-35.3333,-72.4167,56.64,91,100,7.07,overcast clouds
524,Estelle,US,29.8458,-90.1067,77.0,83,75,4.61,light rain
525,Beloha,MG,-25.1667,45.05,64.67,91,15,6.33,few clouds
526,Russell,US,32.3502,-85.1999,78.08,84,20,3.58,few clouds
527,Pedasi,PA,7.5333,-80.0333,80.71,79,100,3.11,overcast clouds
528,Hays,US,30.0502,-98.0336,67.35,93,100,1.99,overcast clouds
529,Penzance,GB,50.1186,-5.5371,50.77,87,0,8.21,clear sky
530,Riberalta,BO,-10.9833,-66.1,74.21,71,25,0.87,scattered clouds
531,Ostrovnoy,RU,68.0531,39.5131,61.36,58,97,14.85,overcast clouds
532,Winder,US,33.9926,-83.7202,76.51,81,40,4.61,scattered clouds
533,Yamada,JP,39.4667,141.95,62.78,97,100,26.28,overcast clouds
534,Qingyuan,CN,23.7,113.0333,76.98,91,100,5.21,light rain
535,Djibo,BF,14.1022,-1.6306,92.28,27,32,6.04,scattered clouds
536,Chiredzi,ZW,-21.05,31.6667,50.25,85,0,2.08,clear sky
537,Flinders,AU,-34.5833,150.8552,66.2,56,4,8.84,clear sky
538,Nago,JP,26.5881,127.9761,88.23,81,100,15.17,overcast clouds
539,Cabedelo,BR,-6.9811,-34.8339,75.87,79,22,9.31,few clouds
540,Buraydah,SA,26.326,43.975,88.25,15,53,10.2,broken clouds
541,Porangatu,BR,-13.4408,-49.1486,71.42,46,4,2.17,clear sky
542,Rockport,US,28.0206,-97.0544,74.01,95,75,1.99,light rain
543,Maceio,BR,-9.6658,-35.7353,74.64,94,75,4.43,broken clouds
544,Fort Smith,US,35.3859,-94.3986,78.84,53,1,5.75,clear sky
545,Sile,TR,41.1754,29.6133,58.57,76,90,1.99,overcast clouds
546,Lazaro Cardenas,MX,17.9583,-102.2,82.69,72,13,4.41,few clouds
547,Sabang,ID,5.8933,95.3214,83.16,76,95,14.67,overcast clouds
548,Qaqortoq,GL,60.7167,-46.0333,45.1,83,61,1.43,broken clouds
549,Tiwi,PH,13.4667,123.6167,84.18,66,57,1.07,broken clouds
550,Coihaique,CL,-45.5752,-72.0662,40.95,93,90,5.75,light rain
551,Rupert,US,42.6191,-113.6772,96.75,14,1,3.83,clear sky
552,Adre,TD,13.4667,22.2,80.26,40,100,4.99,overcast clouds
553,Tocache,PE,-8.1842,-76.5125,70.16,99,80,1.01,moderate rain
554,Kaihua,CN,23.3687,104.28,61.16,78,100,7.9,overcast clouds
555,Axim,GH,4.8699,-2.2405,79.34,87,62,6.76,broken clouds
556,Bambanglipuro,ID,-7.95,110.2833,68.61,70,14,3.15,few clouds
557,Marsh Harbour,BS,26.5412,-77.0636,78.35,80,85,16.13,overcast clouds
558,Maumere,ID,-8.6199,122.2111,83.97,62,50,4.47,scattered clouds
559,Ornskoldsvik,SE,63.2909,18.7153,48.02,93,100,1.07,overcast clouds
560,Naron,ES,43.5167,-8.1528,51.67,82,32,3.74,scattered clouds
561,Hakui,JP,36.8833,136.7833,70.25,98,100,13.56,moderate rain
562,Maarianhamina,AX,60.0973,19.9348,44.46,87,0,4.61,clear sky
563,Tongliao,CN,43.6125,122.2653,70.2,35,6,12.84,clear sky
564,Boundiali,CI,9.5217,-6.4869,77.14,72,90,3.78,overcast clouds
565,Yaremche,UA,48.4583,24.5519,45.75,94,11,4.16,few clouds
566,Turukhansk,RU,65.8167,87.9833,40.8,58,77,11.7,broken clouds
567,Tornio,FI,65.8481,24.1466,48.22,75,100,5.99,overcast clouds
568,Yatou,CN,37.15,122.3833,72.95,38,0,17.65,clear sky
569,Nabire,ID,-3.3667,135.4833,83.71,74,78,2.57,broken clouds
570,Homer,US,59.6425,-151.5483,53.49,72,75,17.27,broken clouds
571,Pingyi,CN,35.5006,117.6308,78.6,28,0,15.01,clear sky
572,Honiara,SB,-9.4333,159.95,86.09,67,95,7.87,overcast clouds
573,Nautla,MX,20.2167,-96.7833,80.44,78,100,3.18,overcast clouds
574,Puerto Palomas,MX,31.7667,-107.6167,68.29,52,98,10.11,overcast clouds
575,Moyale,KE,3.5167,39.0584,64.83,76,53,8.66,broken clouds
576,Dandong,CN,40.1292,124.3947,68.22,60,40,7.23,scattered clouds
577,Lamu,KE,-2.2717,40.902,79.02,79,22,14.27,few clouds
578,Chumikan,RU,54.7183,135.315,36.41,96,100,7.81,overcast clouds
579,Naze,JP,28.3667,129.4833,81.52,85,100,18.5,overcast clouds
580,Pangody,RU,65.85,74.4859,39.74,54,44,14.18,scattered clouds
581,Trincomalee,LK,8.5711,81.2335,81.7,77,100,10.58,overcast clouds
582,Dakoro,NE,14.5106,6.765,87.3,18,80,6.38,broken clouds
583,Pilar,BR,-9.5972,-35.9567,73.33,95,20,2.21,few clouds
584,Komsomolskiy,UZ,40.4272,71.7189,77.72,27,0,4.61,clear sky
585,Velka Bites,CZ,49.2884,16.2274,56.88,72,0,3.27,clear sky
586,Pundaguitan,PH,6.3711,126.1689,83.61,75,60,7.74,broken clouds
587,Hailar,CN,49.2,119.7,61.32,58,100,20.15,overcast clouds
588,Sola,VU,-13.8833,167.55,79.52,76,83,16.4,broken clouds
589,Curico,CL,-34.9833,-71.2333,59.76,100,90,5.75,overcast clouds
590,Alofi,NU,-19.0595,-169.9187,77.52,76,99,7.23,light rain
591,Rossland,CA,49.0831,-117.8022,83.7,30,0,3.0,clear sky
592,Muzhi,RU,65.3667,64.6667,47.73,63,13,21.36,few clouds
593,Timbiqui,CO,2.7717,-77.6654,76.84,92,100,1.19,light rain
594,Manokwari,ID,-0.8667,134.0833,78.57,83,100,3.0,overcast clouds
595,Washougal,US,45.5826,-122.3534,84.36,49,1,6.91,clear sky
596,Plattling,DE,48.7833,12.8667,62.19,66,13,3.11,few clouds
597,Sanawad,IN,22.1833,76.0667,74.07,47,72,10.02,broken clouds
598,Aksu,CN,41.1231,80.2644,79.65,25,40,2.66,scattered clouds
599,Ust-Maya,RU,60.4167,134.5333,72.57,30,2,4.29,clear sky
600,The Valley,AI,18.217,-63.0578,81.1,75,78,19.91,broken clouds
601,Cuilco,GT,15.4,-91.9667,74.55,92,53,1.63,broken clouds
602,Chegdomyn,RU,51.1167,133.0167,58.06,81,100,5.44,light rain
603,Mookane,BW,-23.688,26.6595,48.24,69,6,4.5,clear sky
604,Yoichi,JP,43.2039,140.7703,62.64,83,100,29.19,heavy intensity rain
605,Bachaquero,VE,9.9694,-71.1494,81.91,76,92,6.35,overcast clouds
606,Papara,BR,-3.9839,-38.7273,79.68,87,0,2.62,clear sky
607,Tulum,MX,20.2167,-87.4667,79.93,83,3,6.98,clear sky
608,Saint-Leu,RE,-21.15,55.2833,70.63,81,1,5.66,clear sky
609,Mpulungu,ZM,-8.7623,31.1141,73.08,67,93,5.28,overcast clouds
610,Bozhou,CN,33.8772,115.7703,81.7,22,3,11.36,clear sky
611,Seymchan,RU,62.8833,152.4333,61.43,36,98,7.25,overcast clouds
612,Saint-Pierre,RE,-21.3393,55.4781,71.24,66,40,8.05,scattered clouds
613,Ponferrada,ES,42.5466,-6.5962,47.82,94,5,1.99,clear sky
614,Abashiri,JP,44.0213,144.2697,66.49,68,75,26.98,light rain
615,Milkovo,RU,54.7167,158.6167,67.87,40,33,5.77,scattered clouds
616,San Miguel,SV,13.4833,-88.1833,83.86,79,20,2.3,few clouds
617,Wyndham,US,37.6985,-77.6125,72.9,88,100,1.01,overcast clouds
618,Karratha,AU,-20.7377,116.8463,68.99,45,100,18.86,light rain
619,Ilebo,CD,-4.3167,20.5833,70.59,80,15,1.34,few clouds
620,Bardiyah,LY,31.7561,25.0865,67.98,69,0,7.76,clear sky
621,Bay Roberts,CA,47.5999,-53.2648,60.55,80,100,5.99,overcast clouds
622,Mataruska Banja,RS,43.6901,20.6109,44.98,100,0,3.78,clear sky
623,Urcos,PE,-13.6861,-71.6228,53.49,86,100,4.32,overcast clouds
624,Cayenne,GF,4.9333,-52.3333,78.1,89,75,3.0,broken clouds
625,Bulgan,MN,48.8125,103.5347,65.93,38,1,3.42,clear sky
626,Ipanguacu,BR,-5.4983,-36.855,75.22,75,1,11.45,clear sky
627,Ewa Beach,US,21.3156,-158.0072,87.75,54,40,18.01,scattered clouds
628,Sur,OM,22.5667,59.5289,91.36,41,15,9.48,few clouds
629,Kilemary,RU,56.7783,46.8659,48.67,68,0,11.16,clear sky
630,Pemangkat,ID,1.1667,108.9667,84.97,74,100,3.06,overcast clouds
631,Aviemore,GB,57.1955,-3.8259,55.47,92,99,5.46,overcast clouds
632,Namtsy,RU,62.7161,129.6658,77.11,30,15,7.05,few clouds
633,Salalah,OM,17.0151,54.0924,80.69,83,75,5.75,broken clouds
634,San Quintin,MX,30.4833,-115.95,65.01,75,1,7.61,clear sky
635,Sadat,IN,25.6833,83.2833,86.09,35,84,4.9,broken clouds
636,Banda Aceh,ID,5.5577,95.3222,83.1,78,97,10.2,overcast clouds
637,Novyy Urengoy,RU,66.0833,76.6333,39.87,55,92,13.87,overcast clouds
638,Matamoros,MX,25.5333,-103.25,65.46,75,100,20.78,overcast clouds
639,Sakakah,SA,29.9697,40.2064,83.77,21,0,7.27,clear sky
640,Conde,BR,-7.2597,-34.9075,74.66,88,20,5.64,few clouds
641,Tabou,CI,4.423,-7.3528,79.61,86,100,6.29,overcast clouds
642,Port Lincoln,AU,-34.7333,135.8667,60.1,63,60,10.51,broken clouds
643,Quimper,FR,48.0,-4.1,53.67,87,0,0.0,clear sky
644,Lujan,AR,-34.5703,-59.105,62.51,81,53,8.52,broken clouds
645,Kifri,IQ,34.6959,44.9661,80.71,18,3,7.76,clear sky
646,Palmer,US,42.1584,-72.3287,69.62,81,90,4.0,light intensity drizzle
647,Malindi,KE,-3.2175,40.1191,77.31,81,28,14.79,scattered clouds
648,Mpika,ZM,-11.8343,31.4529,56.5,89,21,4.85,few clouds
649,Hervey Bay,AU,-25.2986,152.8535,73.04,67,100,5.01,overcast clouds
650,Dwarka,IN,22.2394,68.9678,83.5,77,85,11.7,overcast clouds
651,Oltu,TR,40.5498,42.0013,46.54,90,4,1.52,clear sky
652,Basco,PH,20.4487,121.9702,84.4,80,11,26.91,few clouds
653,Luba,GQ,3.4568,8.5547,79.83,84,24,7.99,light rain
654,Husavik,IS,66.0449,-17.3389,42.71,61,90,6.44,overcast clouds
655,Amberley,US,39.2048,-84.428,64.71,93,40,3.13,scattered clouds
656,Logan,US,41.7355,-111.8344,92.88,48,1,5.75,clear sky
657,Talaya,RU,61.3833,152.75,41.54,95,100,0.76,overcast clouds
658,Bulungu,CD,-4.55,18.6,71.96,75,96,1.03,overcast clouds
659,Yarmouth,US,41.7057,-70.2286,66.65,79,90,5.99,mist
660,Kirkwall,GB,58.9848,-2.9587,51.85,87,98,13.8,overcast clouds
661,Elko,US,41.0002,-115.5012,93.22,27,80,6.29,broken clouds
662,Yumen,CN,40.2833,97.2,81.23,7,0,14.83,clear sky
663,Garowe,SO,8.4054,48.4845,77.29,64,97,17.4,overcast clouds
664,Bafata,GW,12.1667,-14.75,79.63,62,73,7.2,broken clouds
665,Bridgetown,BB,13.1,-59.6167,81.09,65,40,19.95,scattered clouds
666,Westport,US,41.1415,-73.3579,69.62,95,75,1.99,light rain
667,Winslow,US,35.0242,-110.6974,91.58,10,1,17.27,clear sky
668,Gizo,SB,-8.103,156.8419,83.34,75,100,3.44,light rain
669,Ciudad Real,ES,39.0,-4.0,66.11,53,0,1.99,clear sky
670,Marihatag,PH,8.7936,126.2969,86.29,66,98,2.48,overcast clouds
671,Verkhniy Avzyan,RU,53.5289,57.5372,52.18,86,100,13.69,moderate rain
672,Birnin Kebbi,NG,12.4539,4.1975,90.88,38,2,9.26,clear sky
673,Roald,NO,62.5833,6.1333,61.09,82,75,8.05,broken clouds
674,Sanmenxia,CN,34.7747,111.1814,81.12,21,5,9.55,clear sky
675,Sirineasa,RO,44.9333,24.2,51.48,81,76,2.84,broken clouds
676,Nizhniy Odes,RU,63.6445,54.856,50.11,57,5,6.11,clear sky
677,Lianzhou,CN,24.7811,112.3825,69.73,89,100,4.76,moderate rain
678,Asmara,ER,15.3333,38.9333,63.86,30,91,3.24,overcast clouds
679,Yar-Sale,RU,66.8333,70.8333,41.14,56,42,15.08,scattered clouds
680,Matara,LK,5.9485,80.5353,79.86,86,100,10.71,overcast clouds
681,Mamallapuram,IN,12.6264,80.1722,85.05,67,100,7.52,overcast clouds
682,Port Blair,IN,11.6667,92.75,82.44,89,20,2.3,few clouds
683,Alice Springs,AU,-23.7,133.8833,58.55,63,75,18.19,broken clouds
684,Pierre,US,44.3683,-100.351,90.52,34,1,1.99,clear sky
685,Tambun,ID,-6.2641,107.0712,88.48,79,20,6.78,haze
686,Diebougou,BF,10.9667,-3.25,83.55,52,7,5.1,clear sky
687,Manado,ID,1.487,124.8455,92.17,55,20,2.06,few clouds
688,Fare,PF,-16.7,-151.0167,81.21,72,56,8.66,broken clouds
689,Quelimane,MZ,-17.8786,36.8883,67.95,94,40,4.61,light rain
690,Kollam,IN,8.8833,76.6,78.67,85,100,4.81,light rain
691,Altea,ES,38.5989,-0.0514,70.59,86,18,11.32,few clouds
692,Labytnangi,RU,66.6572,66.4183,44.76,64,92,14.32,overcast clouds
693,Damietta,EG,31.4165,31.8133,69.69,65,37,10.29,scattered clouds
694,Kirensk,RU,57.7853,108.1119,81.23,27,11,8.48,few clouds
