City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Zhuhai,CN,2021-05-24 22:55:37,22.2769,113.5678,86.72,78,40,1.21
295,Husavik,IS,2021-05-24 22:54:19,66.0449,-17.3389,42.71,79,71,5.86
296,Saint-Pierre,RE,2021-05-24 22:56:48,-21.3393,55.4781,71.28,60,0,10.36
297,Faanui,PF,2021-05-24 22:56:48,-16.4833,-151.75,81.19,76,92,11.9
298,Namikupa,TZ,2021-05-24 22:56:48,-10.8333,39.6,66.49,80,76,4.43
299,Alta Floresta,BR,2021-05-24 22:56:49,-9.8756,-56.0861,77.38,75,50,4.16
300,Payerne,CH,2021-05-24 22:56:49,46.822,6.9361,50.65,77,90,9.22
301,Olafsvik,IS,2021-05-24 22:56:49,64.8945,-23.7142,44.64,77,88,9.55
302,Nurota,UZ,2021-05-24 22:54:53,40.5614,65.6886,69.89,28,5,6.6
303,Iaciara,BR,2021-05-24 22:56:50,-14.0958,-46.6317,78.21,44,87,1.68
304,Ishigaki,JP,2021-05-24 22:56:50,24.3448,124.1572,80.73,94,75,4.61
305,Narsaq,GL,2021-05-24 22:54:13,60.9167,-46.05,42.15,64,100,4.83
306,Mazatlan,MX,2021-05-24 22:51:59,23.2167,-106.4167,84.9,60,0,8.01
307,Juneau,US,2021-05-24 22:56:50,58.3019,-134.4197,48.11,100,87,4.0
308,Comodoro Rivadavia,AR,2021-05-24 22:56:51,-45.8667,-67.5,51.66,37,0,21.85
309,Vieques,PR,2021-05-24 22:56:51,18.425,-65.8329,83.89,81,10,10.29
310,Changji,CN,2021-05-24 22:56:51,44.0167,87.3167,65.19,27,0,8.32
311,Lagunas,PE,2021-05-24 22:56:52,-5.2269,-75.6753,75.13,94,29,3.04
312,Strezhevoy,RU,2021-05-24 22:56:52,60.7333,77.5889,48.18,58,100,6.69
313,Itaituba,BR,2021-05-24 22:56:52,-4.2761,-55.9836,78.35,78,52,2.46
314,Terney,RU,2021-05-24 22:56:53,45.0503,136.6092,52.88,81,100,6.17
315,Labuhan,ID,2021-05-24 22:56:53,-6.8844,112.2051,77.23,89,31,5.32
316,Panama City,PA,2021-05-24 22:54:53,8.9936,-79.5197,83.43,81,100,3.31
317,Roma,US,2021-05-24 22:56:53,43.2128,-75.4557,74.41,72,1,3.62
318,Mwinilunga,ZM,2021-05-24 22:56:54,-11.7358,24.4293,52.47,76,0,5.14
319,Mercedes,AR,2021-05-24 22:56:54,-34.6515,-59.4307,57.85,80,0,9.6
320,Zhuanghe,CN,2021-05-24 22:56:54,39.7008,122.9911,57.34,68,69,12.26
321,Celestun,MX,2021-05-24 22:56:55,20.8667,-90.4,85.89,62,56,19.37
322,Garzon,CO,2021-05-24 22:56:55,2.1959,-75.6278,72.36,92,81,4.63
323,Oktyabrskoye,RU,2021-05-24 22:56:55,43.0645,44.7417,64.54,95,75,3.06
324,Vaasa,FI,2021-05-24 22:56:56,63.096,21.6158,42.94,87,0,3.44
325,Kargopol,RU,2021-05-24 22:56:56,61.5071,38.9456,45.46,80,100,11.07
326,Kupang,ID,2021-05-24 22:54:24,-10.1667,123.5833,75.78,83,20,4.61
327,Yining,CN,2021-05-24 22:56:57,29.0361,114.5636,69.19,95,100,0.54
328,Codrington,AU,2021-05-24 22:55:34,-38.2667,141.9667,66.0,45,100,25.34
329,Batticaloa,LK,2021-05-24 22:56:57,7.7102,81.6924,80.49,74,99,7.72
330,Awbari,LY,2021-05-24 22:56:57,26.5921,12.7805,88.93,10,3,12.5
331,Mollendo,PE,2021-05-24 22:56:57,-17.0231,-72.0147,64.38,84,98,6.22
332,Mehamn,NO,2021-05-24 22:56:58,71.0357,27.8492,35.58,74,43,4.83
333,Saint George,US,2021-05-24 22:54:38,37.1041,-113.5841,84.67,13,1,5.01
334,Guarapari,BR,2021-05-24 22:56:58,-20.6667,-40.4975,76.89,79,88,10.11
335,Egvekinot,RU,2021-05-24 22:56:58,66.3167,-179.1667,32.47,94,100,10.16
336,Ornskoldsvik,SE,2021-05-24 22:52:13,63.2909,18.7153,41.95,86,90,5.84
337,Boda,CF,2021-05-24 22:56:59,4.3189,17.4695,71.15,86,16,3.15
338,Sistranda,NO,2021-05-24 22:54:56,63.7256,8.834,55.36,81,100,12.71
339,Kozhva,RU,2021-05-24 22:56:59,65.1073,57.0459,41.7,75,100,8.28
340,Nantucket,US,2021-05-24 22:56:13,41.2835,-70.0995,57.61,62,64,14.14
341,Misratah,LY,2021-05-24 22:53:53,32.3754,15.0925,73.36,62,60,4.83
342,Saint-Augustin,CA,2021-05-24 22:54:03,51.226,-58.6502,47.75,43,84,8.81
343,Baherden,TM,2021-05-24 22:54:18,38.4362,57.4316,82.04,33,93,5.23
344,Saint-Georges,GD,2021-05-24 22:53:54,12.0564,-61.7485,82.08,74,20,19.57
345,Bilma,NE,2021-05-24 22:57:00,18.6853,12.9164,89.56,9,0,6.6
346,Natal,BR,2021-05-24 22:57:00,-5.795,-35.2094,80.82,80,20,9.4
347,Turayf,SA,2021-05-24 22:57:01,31.6725,38.6637,68.25,42,0,6.91
348,Bandar-E Lengeh,IR,2021-05-24 22:57:01,26.5579,54.8807,90.7,41,0,7.74
349,Shenyang,CN,2021-05-24 22:57:01,41.7922,123.4328,59.02,49,0,7.74
350,Zhigansk,RU,2021-05-24 22:55:25,66.7697,123.3711,48.56,36,98,2.3
351,Wynyard,AU,2021-05-24 22:57:02,-41.0,145.7167,57.97,90,91,11.21
352,Oudtshoorn,ZA,2021-05-24 22:57:02,-33.5907,22.2014,53.96,53,100,1.88
353,Mongo,TD,2021-05-24 22:57:02,12.1844,18.693,87.39,11,21,7.47
354,Xuddur,SO,2021-05-24 22:57:03,4.1213,43.8894,70.07,81,23,14.47
355,San Giustino,IT,2021-05-24 22:57:03,43.5495,12.1736,61.63,94,96,7.49
356,Havixbeck,DE,2021-05-24 22:57:03,51.9833,7.4167,52.05,93,69,8.88
357,San Carlos,VE,2021-05-24 22:52:17,9.6612,-68.5827,78.57,84,96,3.15
358,Manzhouli,CN,2021-05-24 22:57:04,49.6,117.4333,44.67,44,76,12.3
359,Price,US,2021-05-24 22:57:04,39.5994,-110.8107,68.11,22,2,3.98
360,Lamu,KE,2021-05-24 22:54:05,-2.2717,40.902,78.57,78,17,18.77
361,Port Macquarie,AU,2021-05-24 22:55:32,-31.4333,152.9167,59.38,74,65,2.8
362,Nelson Bay,AU,2021-05-24 22:54:59,-32.7167,152.15,62.11,96,47,8.52
363,Ayr,GB,2021-05-24 22:57:05,55.4627,-4.6339,48.31,81,40,14.97
364,Luau,AO,2021-05-24 22:57:05,-10.7073,22.2247,56.93,56,4,4.23
365,Neftcala,AZ,2021-05-24 22:57:05,39.3742,49.2472,67.62,82,36,9.15
366,Monroe,US,2021-05-24 22:57:06,43.1501,-77.6831,73.54,51,0,1.99
367,Caborca,MX,2021-05-24 22:54:28,30.5838,-111.101,88.48,5,0,13.96
368,Hovd,MN,2021-05-24 22:52:47,48.0056,91.6419,54.34,65,40,2.55
369,Mutis,CO,2021-05-24 22:57:06,6.2262,-77.4044,79.9,88,97,7.29
370,Takoradi,GH,2021-05-24 22:57:07,4.8845,-1.7554,80.6,86,42,8.63
371,Waitara,NZ,2021-05-24 22:57:07,-38.925,174.25,53.73,63,47,20.22
372,Zambezi,ZM,2021-05-24 22:57:07,-13.5432,23.1047,55.17,65,0,6.49
373,Felsotarkany,HU,2021-05-24 22:57:08,47.9667,20.4167,52.14,92,100,5.26
374,Conakry,GN,2021-05-24 22:57:08,9.538,-13.6773,82.47,78,20,2.3
375,Roald,NO,2021-05-24 22:56:39,62.5833,6.1333,53.91,100,100,4.61
376,Chinsali,ZM,2021-05-24 22:57:08,-10.5414,32.0816,54.0,91,44,6.78
377,Bende,NG,2021-05-24 22:57:09,5.5572,7.6368,75.04,93,85,3.8
378,Port Hardy,CA,2021-05-24 22:57:09,50.6996,-127.4199,55.4,82,75,8.05
379,Camacha,PT,2021-05-24 22:57:09,33.0833,-16.3333,64.53,77,75,12.66
380,Hofn,IS,2021-05-24 22:57:10,64.2539,-15.2082,42.55,65,38,4.88
381,Denpasar,ID,2021-05-24 22:57:10,-8.65,115.2167,80.26,81,40,5.39
382,Ballina,AU,2021-05-24 22:57:10,-28.8667,153.5667,59.77,94,90,6.91
383,Bollnas,SE,2021-05-24 22:57:11,61.3482,16.3946,45.39,96,77,3.02
384,Manokwari,ID,2021-05-24 22:53:11,-0.8667,134.0833,80.92,81,88,2.84
385,Aklavik,CA,2021-05-24 22:57:11,68.2191,-135.0107,47.12,61,79,10.56
386,Svetlaya,RU,2021-05-24 22:57:11,46.5389,138.3297,50.18,85,89,6.64
387,Suluq,LY,2021-05-24 22:57:12,31.6682,20.2521,79.75,18,40,7.7
388,Saint-Joseph,RE,2021-05-24 22:54:08,-21.3667,55.6167,70.18,77,51,12.06
389,Victor Harbor,AU,2021-05-24 22:57:12,-35.5667,138.6167,58.46,88,99,1.01
390,Iqaluit,CA,2021-05-24 22:55:21,63.7506,-68.5145,22.73,53,75,10.0
391,Kinsale,IE,2021-05-24 22:57:13,51.7075,-8.5306,50.23,73,75,18.03
392,Aksehir,TR,2021-05-24 22:57:13,38.3575,31.4164,58.62,53,12,4.21
393,Vanimo,PG,2021-05-24 22:55:41,-2.6741,141.3028,81.9,80,97,2.53
394,Mount Gambier,AU,2021-05-24 22:52:53,-37.8333,140.7667,57.11,88,90,21.85
395,San Jeronimo,PE,2021-05-24 22:57:13,-11.9472,-75.2829,50.4,76,80,3.6
396,Ladario,BR,2021-05-24 22:57:14,-19.0047,-57.6017,73.49,37,98,3.29
397,Archidona,ES,2021-05-24 22:57:14,37.0965,-4.3887,59.67,35,73,3.11
398,Muroto,JP,2021-05-24 22:57:14,33.2833,134.15,62.64,78,45,1.3
399,Kloulklubed,PW,2021-05-24 22:57:15,7.0419,134.2556,79.3,72,100,4.21
400,San Andres,CO,2021-05-24 22:57:15,12.5847,-81.7006,86.02,74,75,16.11
401,Dalbandin,PK,2021-05-24 22:57:15,28.8947,64.4101,82.11,15,6,3.02
402,Madison,US,2021-05-24 22:54:58,34.7334,-86.5667,89.4,54,90,1.01
403,Buta,CD,2021-05-24 22:57:16,2.7858,24.73,71.22,94,82,2.28
404,Mezhdurechensk,RU,2021-05-24 22:57:16,53.6942,88.0603,52.32,96,95,1.92
405,Shelburne,CA,2021-05-24 22:57:16,44.0787,-80.2041,73.89,72,25,5.68
406,Katrineholm,SE,2021-05-24 22:57:17,58.9959,16.2072,48.04,91,47,6.85
407,Richards Bay,ZA,2021-05-24 22:57:17,-28.783,32.0377,64.36,76,0,13.0
408,Green River,US,2021-05-24 22:53:15,41.5286,-109.4662,60.15,30,23,24.54
409,Touros,BR,2021-05-24 22:55:34,-5.1989,-35.4608,77.9,79,95,12.91
410,Nouadhibou,MR,2021-05-24 22:57:17,20.931,-17.0347,66.18,77,0,20.71
411,Hanumangarh,IN,2021-05-24 22:57:18,29.5833,74.3167,86.81,29,0,3.74
412,Sangmelima,CM,2021-05-24 22:57:18,2.9333,11.9833,69.19,95,23,2.06
413,Saiha,IN,2021-05-24 22:57:18,22.4833,92.9667,69.8,95,94,3.2
414,Kaeo,NZ,2021-05-24 22:55:53,-35.1,173.7833,60.33,69,99,16.96
415,Aguimes,ES,2021-05-24 22:57:19,27.9054,-15.4461,64.65,72,20,26.46
416,Honningsvag,NO,2021-05-24 22:57:19,70.9821,25.9704,36.36,65,16,8.99
417,Dicabisagan,PH,2021-05-24 22:57:19,17.0818,122.4157,81.1,80,23,2.28
418,Mount Isa,AU,2021-05-24 22:57:20,-20.7333,139.5,71.37,53,90,4.61
419,El Tigre,VE,2021-05-24 22:56:56,8.8875,-64.2454,83.91,55,91,11.74
420,Ambilobe,MG,2021-05-24 22:57:20,-13.2,49.05,69.93,85,92,2.44
421,Aljezur,PT,2021-05-24 22:57:20,37.3191,-8.8033,56.5,71,2,15.14
422,Coquimbo,CL,2021-05-24 22:56:46,-29.9533,-71.3436,56.93,66,0,2.06
423,Tsarychanka,UA,2021-05-24 22:57:21,48.937,34.4786,53.01,94,30,11.61
424,Aksu,CN,2021-05-24 22:52:39,41.1231,80.2644,66.74,22,100,4.09
425,Kinablangan,PH,2021-05-24 22:57:21,7.6947,126.5503,78.76,85,99,2.28
426,Tahe,CN,2021-05-24 22:54:34,52.3333,124.7333,39.15,98,100,1.99
427,Taoudenni,ML,2021-05-24 22:57:22,22.6783,-3.9836,98.94,15,38,1.63
428,Noumea,NC,2021-05-24 22:54:45,-22.2763,166.4572,73.99,99,16,13.49
429,Kurumkan,RU,2021-05-24 22:57:22,54.3,110.3,42.03,47,7,1.54
430,Teknaf,BD,2021-05-24 22:57:04,20.8624,92.3058,80.74,81,94,20.54
431,Gabi,PH,2021-05-24 22:57:23,7.6215,126.092,78.26,93,100,1.21
432,Beringovskiy,RU,2021-05-24 22:57:23,63.05,179.3167,33.91,91,100,12.26
433,Naushki,RU,2021-05-24 22:57:23,50.3828,106.1056,50.79,70,97,8.08
434,Marawi,PH,2021-05-24 22:53:24,7.9986,124.2928,69.66,86,83,1.77
435,Katobu,ID,2021-05-24 22:57:24,-4.9408,122.5276,77.32,90,66,2.17
436,Sept-Iles,CA,2021-05-24 22:57:24,50.2001,-66.3821,50.52,62,75,10.0
437,San-Pedro,CI,2021-05-24 22:57:24,4.7485,-6.6363,81.27,84,88,8.59
438,Bilibino,RU,2021-05-24 22:53:44,68.0546,166.4372,37.62,82,100,2.17
439,Rio Gallegos,AR,2021-05-24 22:56:08,-51.6226,-69.2181,33.85,86,0,20.71
440,Novopokrovka,UA,2021-05-24 22:57:25,49.8425,36.5477,55.78,96,52,6.49
441,Cuamba,MZ,2021-05-24 22:57:25,-14.8031,36.5372,57.52,84,1,6.71
442,Ambon,ID,2021-05-24 22:57:25,-3.6954,128.1814,77.14,81,40,8.55
443,Banda Aceh,ID,2021-05-24 22:55:03,5.5577,95.3222,80.53,81,99,10.36
444,Bugene,TZ,2021-05-24 22:57:26,-1.5911,31.1403,58.15,83,43,2.75
445,Kavaratti,IN,2021-05-24 22:57:26,10.5669,72.642,83.68,75,97,12.03
446,Keith,GB,2021-05-24 22:57:26,57.5363,-2.9481,46.45,97,100,5.32
447,Madhogarh,IN,2021-05-24 22:57:27,26.276,79.1869,85.82,25,44,8.43
448,Jinja,UG,2021-05-24 22:57:27,0.439,33.2032,65.79,85,16,4.41
449,Lukovetskiy,RU,2021-05-24 22:57:27,64.2956,41.9211,37.38,96,100,3.47
450,Half Moon Bay,US,2021-05-24 22:52:47,37.4636,-122.4286,85.57,77,40,3.0
451,Kayseri,TR,2021-05-24 22:57:28,38.737,35.4968,50.02,93,20,1.14
452,Point Pedro,LK,2021-05-24 22:56:21,9.8167,80.2333,83.71,81,100,26.42
453,Youkounkoun,GN,2021-05-24 22:57:28,12.5333,-13.1333,90.19,22,59,2.04
454,Dwarka,IN,2021-05-24 22:53:37,22.2394,68.9678,82.65,78,8,15.41
455,Deputatskiy,RU,2021-05-24 22:57:28,69.3,139.9,42.4,59,14,4.27
456,Panaba,MX,2021-05-24 22:57:29,21.2833,-88.2667,84.61,62,53,13.87
457,Payakumbuh,ID,2021-05-24 22:53:05,-0.2202,100.6308,70.09,97,95,1.95
458,Oksfjord,NO,2021-05-24 22:57:29,70.2396,22.3479,37.47,81,68,4.16
459,Sumbe,AO,2021-05-24 22:57:30,-11.2061,13.8437,75.58,86,2,5.86
460,Genhe,CN,2021-05-24 22:57:30,50.7833,121.5167,38.88,83,96,0.94
461,Vao,NC,2021-05-24 22:57:30,-22.6667,167.4833,71.08,62,6,20.83
462,Alvorada,BR,2021-05-24 22:57:30,-12.48,-49.1247,82.33,41,73,3.0
463,Parabel,RU,2021-05-24 22:57:31,58.6978,81.4825,52.48,75,96,5.32
464,Ngama,TD,2021-05-24 22:55:17,11.7833,17.1667,87.94,11,36,10.02
465,Itoman,JP,2021-05-24 22:57:31,26.1247,127.6694,78.82,89,20,4.61
466,Abha,SA,2021-05-24 22:57:32,18.2164,42.5053,67.82,38,20,0.72
467,Santa Rita,BR,2021-05-24 22:53:46,-7.1139,-34.9781,75.87,88,20,3.44
468,Kiruna,SE,2021-05-24 22:57:32,67.8557,20.2251,34.72,93,90,2.3
469,Yokote,JP,2021-05-24 22:57:32,39.3,140.5667,62.76,94,100,4.16
470,Eldorado,BR,2021-05-24 22:57:32,-23.7869,-54.2836,53.89,56,100,2.15
471,Dolores,AR,2021-05-24 22:57:33,-36.3132,-57.6792,53.28,71,0,15.46
472,Namatanai,PG,2021-05-24 22:54:14,-3.6667,152.4333,82.11,82,100,8.52
473,Pathein,MM,2021-05-24 22:57:33,16.7833,94.7333,79.77,81,97,11.52
474,Kouroussa,GN,2021-05-24 22:57:34,10.65,-9.8833,80.83,63,93,2.19
475,Palmer,US,2021-05-24 22:54:34,42.1584,-72.3287,69.76,47,40,5.99
476,Makurdi,NG,2021-05-24 22:57:34,7.7411,8.5121,81.3,72,74,5.97
477,Houston,US,2021-05-24 22:55:40,29.7633,-95.3633,82.42,79,75,3.0
478,Pacifica,US,2021-05-24 22:53:56,37.6138,-122.4869,86.05,72,40,3.0
479,Antalaha,MG,2021-05-24 22:57:35,-14.9003,50.2788,67.23,85,5,6.91
480,Broome,US,2021-05-24 22:55:25,42.2506,-75.833,69.58,65,75,3.0
481,Killybegs,IE,2021-05-24 22:57:35,54.6333,-8.45,48.2,90,21,12.5
482,Ahipara,NZ,2021-05-24 22:57:35,-35.1667,173.1667,60.15,64,100,14.0
483,Zhezkazgan,KZ,2021-05-24 22:57:36,47.8043,67.7144,70.39,36,1,14.5
484,Palu,ID,2021-05-24 22:57:36,-0.8917,119.8707,77.7,92,74,2.64
485,Emba,KZ,2021-05-24 22:53:55,48.8264,58.1442,72.99,31,1,8.41
486,Yopal,CO,2021-05-24 22:57:36,5.3378,-72.3959,75.2,89,91,0.43
487,Plettenberg Bay,ZA,2021-05-24 22:57:37,-34.0527,23.3716,61.7,68,100,3.74
488,Kasongo,CD,2021-05-24 22:57:37,-4.45,26.6667,67.33,68,31,3.6
489,Trincomalee,LK,2021-05-24 22:57:37,8.5711,81.2335,82.36,74,100,27.18
490,Oneonta,US,2021-05-24 22:57:38,42.4529,-75.0638,71.22,75,7,8.48
491,La Libertad,EC,2021-05-24 22:52:57,-2.2333,-80.9,73.06,85,90,10.09
492,Dingle,PH,2021-05-24 22:55:09,10.9995,122.6711,80.94,78,72,4.23
493,Garowe,SO,2021-05-24 22:57:38,8.4054,48.4845,75.69,72,3,22.86
494,Shingu,JP,2021-05-24 22:55:32,33.7333,135.9833,67.19,76,84,2.46
495,Dese,ET,2021-05-24 22:57:39,11.1333,39.6333,56.79,42,7,2.68
496,Okha,RU,2021-05-24 22:55:29,53.5739,142.9478,36.88,86,100,15.26
497,Chiredzi,ZW,2021-05-24 22:57:39,-21.05,31.6667,57.38,68,0,0.47
498,Manicore,BR,2021-05-24 22:57:39,-5.8092,-61.3003,80.55,83,20,3.44
499,Notre-Dame-Du-Lac,CA,2021-05-24 22:57:40,47.6136,-68.7964,62.94,60,76,3.56
500,Conde,BR,2021-05-24 22:57:40,-7.2597,-34.9075,74.66,83,20,7.0
501,Nuevitas,CU,2021-05-24 22:57:40,21.5453,-77.2644,78.01,75,27,12.41
502,Sisophon,KH,2021-05-24 22:57:40,13.5859,102.9737,77.02,89,100,4.12
503,Cururupu,BR,2021-05-24 22:54:25,-1.8283,-44.8683,77.23,92,97,4.23
504,Moranbah,AU,2021-05-24 22:57:41,-22.0016,148.0466,65.55,78,29,10.4
505,Katsuura,JP,2021-05-24 22:57:41,35.1333,140.3,70.23,75,80,6.17
506,Ginda,IN,2021-05-24 22:57:42,30.6945,78.4932,55.99,47,0,8.46
507,Pevek,RU,2021-05-24 22:55:12,69.7008,170.3133,32.83,86,100,3.69
508,Bongandanga,CD,2021-05-24 22:57:42,1.5,21.05,72.39,85,46,2.51
509,Neyshabur,IR,2021-05-24 22:57:42,36.2133,58.7958,73.08,22,84,4.65
510,Yenagoa,NG,2021-05-24 22:57:43,4.9247,6.2642,77.52,92,94,4.59
511,Anta,IN,2021-05-24 22:57:43,25.15,76.3,86.67,29,84,2.95
512,Idrinskoye,RU,2021-05-24 22:57:43,54.3708,92.1358,50.56,92,39,2.57
513,Kaliua,TZ,2021-05-24 22:57:44,-5.0606,31.7936,60.94,79,5,3.13
514,Pampa,US,2021-05-24 22:57:44,35.5362,-100.9599,80.19,57,40,18.41
515,Fondi,IT,2021-05-24 22:57:44,41.3541,13.4313,67.28,94,52,4.25
516,Bandarbeyla,SO,2021-05-24 22:54:45,9.4942,50.8122,81.88,70,0,16.15
517,Chaman,PK,2021-05-24 22:57:45,30.9236,66.4512,74.32,15,5,2.86
518,Novikovo,RU,2021-05-24 22:57:45,51.1537,37.8879,57.51,77,100,8.12
519,Barranca,PE,2021-05-24 22:57:45,-10.75,-77.7667,65.28,83,52,7.05
520,Boa Vista,BR,2021-05-24 22:57:45,2.8197,-60.6733,80.58,83,75,1.14
521,Bonavista,CA,2021-05-24 22:54:51,48.6499,-53.1147,37.11,55,64,15.86
522,Hervey Bay,AU,2021-05-24 22:57:46,-25.2986,152.8535,73.04,88,64,3.0
523,Cranbrook,CA,2021-05-24 22:57:46,49.4999,-115.7688,57.04,93,90,2.68
524,Pisco,PE,2021-05-24 22:57:47,-13.7,-76.2167,68.05,73,75,16.11
525,Ouesso,CG,2021-05-24 22:57:47,1.6136,16.0517,72.41,88,64,1.57
526,Kalmunai,LK,2021-05-24 22:54:05,7.4167,81.8167,78.89,80,99,8.23
527,Kargasok,RU,2021-05-24 22:57:47,59.0556,80.8572,52.57,72,98,6.29
528,Champerico,GT,2021-05-24 22:55:57,14.3,-91.9167,86.36,65,89,8.1
529,Sibolga,ID,2021-05-24 22:57:48,1.7427,98.7792,76.37,90,70,3.0
530,Huainan,CN,2021-05-24 22:57:48,32.6264,116.9969,70.14,53,92,4.07
531,Santa Cruz Cabralia,BR,2021-05-24 22:57:48,-16.2781,-39.0247,77.23,79,0,11.25
532,Sembakung,ID,2021-05-24 22:57:49,3.8167,117.25,78.73,100,99,2.1
533,Nizhniy Kuranakh,RU,2021-05-24 22:57:49,58.8353,125.4869,41.23,94,100,0.78
534,Malatya,TR,2021-05-24 22:57:49,38.5,38.0,64.45,67,40,8.32
535,Pokhara,NP,2021-05-24 22:57:49,28.2333,83.9833,73.69,38,80,6.42
536,Petropavlovsk-Kamchatskiy,RU,2021-05-24 22:53:07,53.0452,158.6483,48.79,68,12,6.82
537,Omboue,GA,2021-05-24 22:57:50,-1.5746,9.2618,77.16,94,89,5.82
538,Flinders,AU,2021-05-24 22:55:26,-34.5833,150.8552,64.38,92,95,1.01
539,Yamada,JP,2021-05-24 22:57:50,39.4667,141.95,61.41,87,100,5.53
540,Taldan,RU,2021-05-24 22:57:50,53.6667,124.8,40.59,90,100,10.16
541,Ruteng,ID,2021-05-24 22:54:12,-8.6136,120.4721,61.83,88,17,1.25
542,Kasongo-Lunda,CD,2021-05-24 22:57:51,-6.4667,16.8167,71.11,62,19,2.35
543,Salym,RU,2021-05-24 22:57:52,60.0625,71.4789,52.32,96,100,6.02
544,Awjilah,LY,2021-05-24 22:57:53,29.1081,21.2869,80.35,12,0,7.2
545,Tessalit,ML,2021-05-24 22:57:53,20.1986,1.0114,97.63,12,90,5.75
546,Cockburn Town,TC,2021-05-24 22:54:28,21.4612,-71.1419,79.14,78,15,19.53
547,Satipo,PE,2021-05-24 22:56:02,-11.2522,-74.6386,69.67,95,70,1.48
548,Severo-Yeniseyskiy,RU,2021-05-24 22:57:54,60.3725,93.0408,36.57,82,87,12.19
549,Yeppoon,AU,2021-05-24 22:56:33,-23.1333,150.7333,65.98,79,53,14.03
550,Klaksvik,FO,2021-05-24 22:57:54,62.2266,-6.589,45.52,91,69,14.99
551,Chokwe,MZ,2021-05-24 22:57:54,-24.5333,32.9833,57.61,73,0,3.96
552,Rohru,IN,2021-05-24 22:57:55,31.2167,77.75,54.52,67,0,4.79
553,Adrar,MR,2021-05-24 22:53:52,20.5022,-10.0711,90.75,17,45,15.14
554,Obodivka,UA,2021-05-24 22:57:55,48.4051,29.2477,51.19,85,77,1.01
555,Barra Do Garcas,BR,2021-05-24 22:55:57,-15.89,-52.2567,82.98,67,0,0.67
556,Sechura,PE,2021-05-24 22:57:55,-5.5569,-80.8222,74.82,68,25,16.28
557,Alamosa,US,2021-05-24 22:57:56,37.4695,-105.87,67.51,13,0,18.23
558,Port Augusta,AU,2021-05-24 22:57:56,-32.5,137.7667,59.14,82,100,10.27
559,Kilindoni,TZ,2021-05-24 22:57:56,-7.9139,39.6668,77.14,71,13,16.64
560,Shelopugino,RU,2021-05-24 22:57:57,51.6514,117.5599,39.83,71,87,6.4
561,Andros Town,BS,2021-05-24 22:57:57,24.7,-77.7667,80.56,57,9,15.05
562,Mandera,KE,2021-05-24 22:57:58,3.9366,41.867,77.36,62,24,15.3
563,Lavumisa,SZ,2021-05-24 22:57:58,-27.31,31.892,56.19,95,0,4.25
564,Ondangwa,NA,2021-05-24 22:57:58,-17.9167,15.95,60.8,59,0,4.61
565,Ust-Kulom,RU,2021-05-24 22:57:58,61.6864,53.6902,47.19,92,48,5.73
566,Sann,PK,2021-05-24 22:57:59,26.0418,68.1378,85.91,44,0,8.25
